0	0	0	3
NA	1	3	NA
0	0	0	3
0	2	3	NA
0	0	0	3
1	2	3	NA
0	0	0	3
2	2	3	NA
0	0	0	3
3	2	3	NA
0	0	0	3
0	3	3	NA
0	0	0	3
1	3	3	NA
0	0	0	3
2	3	3	NA
0	0	0	3
3	3	3	NA
0	0	1	0
NA	NA	0	0
0	0	1	0
NA	NA	0	1
0	0	1	0
NA	NA	0	2
0	0	1	0
NA	NA	0	3
0	0	1	1
NA	NA	0	0
0	0	1	1
NA	NA	0	1
0	0	1	1
NA	NA	0	2
0	0	1	1
NA	NA	0	3
0	0	1	2
NA	NA	0	NA
0	0	1	3
NA	NA	0	NA
0	0	1	NA
NA	0	1	NA
0	0	1	NA
NA	1	1	NA
0	0	1	NA
0	2	1	NA
0	0	1	NA
1	2	1	NA
0	0	1	NA
2	2	1	NA
0	0	1	NA
3	2	1	NA
0	0	1	NA
0	3	1	NA
0	0	1	NA
1	3	1	NA
0	0	1	NA
2	3	1	NA
0	0	1	NA
3	3	1	NA
0	0	1	NA
NA	0	2	NA
0	0	1	NA
NA	1	2	NA
0	0	1	NA
0	2	2	NA
0	0	1	NA
1	2	2	NA
0	0	1	NA
2	2	2	NA
0	0	1	NA
3	2	2	NA
0	0	1	NA
0	3	2	NA
0	0	1	NA
1	3	2	NA
0	0	1	NA
2	3	2	NA
0	0	1	NA
3	3	2	NA
0	0	1	NA
NA	0	3	NA
0	0	1	NA
NA	1	3	NA
0	0	1	NA
0	2	3	NA
0	0	1	NA
1	2	3	NA
0	0	1	NA
2	2	3	NA
0	0	1	NA
3	2	3	NA
0	0	1	NA
0	3	3	NA
0	0	1	NA
1	3	3	NA
0	0	1	NA
2	3	3	NA
0	0	1	NA
3	3	3	NA
0	0	2	NA
NA	0	NA	NA
0	0	2	NA
NA	1	NA	NA
0	0	2	NA
0	2	NA	NA
0	0	2	NA
1	2	NA	NA
0	0	2	NA
2	2	NA	NA
0	0	2	NA
3	2	NA	NA
0	0	2	NA
0	3	NA	NA
0	0	2	NA
1	3	NA	NA
0	0	2	NA
2	3	NA	NA
0	0	2	NA
3	3	NA	NA
0	0	3	NA
NA	0	NA	NA
0	0	3	NA
NA	1	NA	NA
0	0	3	NA
0	2	NA	NA
0	0	3	NA
1	2	NA	NA
0	0	3	NA
2	2	NA	NA
0	0	3	NA
3	2	NA	NA
0	0	3	NA
0	3	NA	NA
0	0	3	NA
1	3	NA	NA
0	0	3	NA
2	3	NA	NA
0	0	3	NA
3	3	NA	NA
0	1	0	0
NA	0	NA	0
0	1	0	0
NA	0	NA	1
0	1	0	0
NA	0	0	2
0	1	0	0
NA	0	1	2
0	1	0	0
NA	0	2	2
0	1	0	0
NA	0	3	2
0	1	0	0
NA	0	0	3
0	1	0	0
NA	0	1	3
0	1	0	0
NA	0	2	3
0	1	0	0
NA	0	3	3
0	1	0	1
NA	0	NA	0
0	1	0	1
NA	0	0	1
0	1	0	1
NA	0	1	1
0	1	0	1
NA	0	2	1
0	1	0	1
NA	0	3	1
0	1	0	1
NA	0	0	2
0	1	0	1
NA	0	1	2
0	1	0	1
NA	0	2	2
0	1	0	1
NA	0	3	2
0	1	0	1
NA	0	0	3
0	1	0	1
NA	0	1	3
0	1	0	1
NA	0	2	3
0	1	0	1
NA	0	3	3
0	1	0	2
NA	0	0	NA
0	1	0	2
NA	0	1	NA
0	1	0	2
NA	0	2	NA
0	1	0	2
NA	0	3	NA
0	1	0	3
NA	0	0	NA
0	1	0	3
NA	0	1	NA
0	1	0	3
NA	0	2	NA
0	1	0	3
NA	0	3	NA
0	1	1	0
NA	0	0	0
0	1	1	0
NA	0	0	1
0	1	1	0
NA	0	0	2
0	1	1	0
NA	0	0	3
0	1	1	1
NA	0	0	0
0	1	1	1
NA	0	0	1
0	1	1	1
NA	0	0	2
0	1	1	1
NA	0	0	3
0	1	1	2
NA	0	0	NA
0	1	1	3
NA	0	0	NA
0	1	1	NA
NA	0	1	NA
0	1	1	NA
NA	0	2	NA
0	1	1	NA
NA	0	3	NA
0	1	2	NA
NA	0	NA	NA
0	1	3	NA
NA	0	NA	NA
0	1	NA	NA
0	1	NA	NA
0	1	NA	NA
1	1	NA	NA
0	1	NA	NA
2	1	NA	NA
0	1	NA	NA
3	1	NA	NA
0	1	NA	NA
0	2	NA	NA
0	1	NA	NA
1	2	NA	NA
0	1	NA	NA
2	2	NA	NA
0	1	NA	NA
3	2	NA	NA
0	1	NA	NA
0	3	NA	NA
0	1	NA	NA
1	3	NA	NA
0	1	NA	NA
2	3	NA	NA
0	1	NA	NA
3	3	NA	NA
0	2	NA	NA
0	NA	NA	NA
0	2	NA	NA
1	NA	NA	NA
0	2	NA	NA
2	NA	NA	NA
0	2	NA	NA
3	NA	NA	NA
0	3	NA	NA
0	NA	NA	NA
0	3	NA	NA
1	NA	NA	NA
0	3	NA	NA
2	NA	NA	NA
0	3	NA	NA
3	NA	NA	NA
1	0	0	0
0	NA	NA	0
1	0	0	0
0	NA	NA	1
1	0	0	0
0	NA	0	2
1	0	0	0
0	NA	1	2
1	0	0	0
0	0	2	2
1	0	0	0
0	1	2	2
1	0	0	0
0	2	2	2
1	0	0	0
0	3	2	2
1	0	0	0
0	0	3	2
1	0	0	0
0	1	3	2
1	0	0	0
0	2	3	2
1	0	0	0
0	3	3	2
1	0	0	0
0	NA	0	3
1	0	0	0
0	NA	1	3
1	0	0	0
0	0	2	3
1	0	0	0
0	1	2	3
1	0	0	0
0	2	2	3
1	0	0	0
0	3	2	3
1	0	0	0
0	0	3	3
1	0	0	0
0	1	3	3
1	0	0	0
0	2	3	3
1	0	0	0
0	3	3	3
1	0	0	1
0	NA	NA	0
1	0	0	1
0	NA	0	1
1	0	0	1
0	NA	1	1
1	0	0	1
0	0	2	1
1	0	0	1
0	1	2	1
1	0	0	1
0	2	2	1
1	0	0	1
0	3	2	1
1	0	0	1
0	0	3	1
1	0	0	1
0	1	3	1
1	0	0	1
0	2	3	1
1	0	0	1
0	3	3	1
1	0	0	1
0	NA	0	2
1	0	0	1
0	NA	1	2
1	0	0	1
0	0	2	2
1	0	0	1
0	1	2	2
1	0	0	1
0	2	2	2
1	0	0	1
0	3	2	2
1	0	0	1
0	0	3	2
1	0	0	1
0	1	3	2
1	0	0	1
0	2	3	2
1	0	0	1
0	3	3	2
1	0	0	1
0	NA	0	3
1	0	0	1
0	NA	1	3
1	0	0	1
0	0	2	3
1	0	0	1
0	1	2	3
1	0	0	1
0	2	2	3
1	0	0	1
0	3	2	3
1	0	0	1
0	0	3	3
1	0	0	1
0	1	3	3
1	0	0	1
0	2	3	3
1	0	0	1
0	3	3	3
1	0	0	2
0	NA	0	NA
1	0	0	2
0	NA	1	NA
1	0	0	2
0	0	2	NA
1	0	0	2
0	1	2	NA
1	0	0	2
0	2	2	NA
1	0	0	2
0	3	2	NA
1	0	0	2
0	0	3	NA
1	0	0	2
0	1	3	NA
1	0	0	2
0	2	3	NA
1	0	0	2
0	3	3	NA
1	0	0	3
0	NA	0	NA
1	0	0	3
0	NA	1	NA
1	0	0	3
0	0	2	NA
1	0	0	3
0	1	2	NA
1	0	0	3
0	2	2	NA
1	0	0	3
0	3	2	NA
1	0	0	3
0	0	3	NA
1	0	0	3
0	1	3	NA
1	0	0	3
0	2	3	NA
1	0	0	3
0	3	3	NA
1	0	1	0
0	NA	0	0
1	0	1	0
0	NA	0	1
1	0	1	0
0	NA	0	2
1	0	1	0
0	NA	0	3
1	0	1	1
0	NA	0	0
1	0	1	1
0	NA	0	1
1	0	1	1
0	NA	0	2
1	0	1	1
0	NA	0	3
1	0	1	2
0	NA	0	NA
1	0	1	3
0	NA	0	NA
1	0	1	NA
0	0	1	NA
1	0	1	NA
0	1	1	NA
1	0	1	NA
0	2	1	NA
1	0	1	NA
0	3	1	NA
1	0	1	NA
0	0	2	NA
1	0	1	NA
0	1	2	NA
1	0	1	NA
0	2	2	NA
1	0	1	NA
0	3	2	NA
1	0	1	NA
0	0	3	NA
1	0	1	NA
0	1	3	NA
1	0	1	NA
0	2	3	NA
1	0	1	NA
0	3	3	NA
1	0	2	NA
0	0	NA	NA
1	0	2	NA
0	1	NA	NA
1	0	2	NA
0	2	NA	NA
1	0	2	NA
0	3	NA	NA
1	0	3	NA
0	0	NA	NA
1	0	3	NA
0	1	NA	NA
1	0	3	NA
0	2	NA	NA
1	0	3	NA
0	3	NA	NA
1	1	0	0
0	0	NA	0
1	1	0	0
0	0	NA	1
1	1	0	0
0	0	0	2
1	1	0	0
0	0	1	2
1	1	0	0
0	0	2	2
1	1	0	0
0	0	3	2
1	1	0	0
0	0	0	3
1	1	0	0
0	0	1	3
1	1	0	0
0	0	2	3
1	1	0	0
0	0	3	3
1	1	0	1
0	0	NA	0
1	1	0	1
0	0	0	1
1	1	0	1
0	0	1	1
1	1	0	1
0	0	2	1
1	1	0	1
0	0	3	1
1	1	0	1
0	0	0	2
1	1	0	1
0	0	1	2
1	1	0	1
0	0	2	2
1	1	0	1
0	0	3	2
1	1	0	1
0	0	0	3
1	1	0	1
0	0	1	3
1	1	0	1
0	0	2	3
1	1	0	1
0	0	3	3
1	1	0	2
0	0	0	NA
1	1	0	2
0	0	1	NA
1	1	0	2
0	0	2	NA
1	1	0	2
0	0	3	NA
1	1	0	3
0	0	0	NA
1	1	0	3
0	0	1	NA
1	1	0	3
0	0	2	NA
1	1	0	3
0	0	3	NA
1	1	1	0
0	0	0	0
1	1	1	0
0	0	0	1
1	1	1	0
0	0	0	2
1	1	1	0
0	0	0	3
1	1	1	1
0	0	0	0
1	1	1	1
0	0	0	1
1	1	1	1
0	0	0	2
1	1	1	1
0	0	0	3
1	1	1	2
0	0	0	NA
1	1	1	3
0	0	0	NA
1	1	1	NA
0	0	1	NA
1	1	1	NA
0	0	2	NA
1	1	1	NA
0	0	3	NA
1	1	2	NA
0	0	NA	NA
1	1	3	NA
0	0	NA	NA
1	1	NA	NA
0	1	NA	NA
1	1	NA	NA
0	2	NA	NA
1	1	NA	NA
0	3	NA	NA
1	2	NA	NA
0	NA	NA	NA
1	3	NA	NA
0	NA	NA	NA
1	NA	NA	NA
1	NA	NA	NA
1	NA	NA	NA
2	NA	NA	NA
1	NA	NA	NA
3	NA	NA	NA
2	NA	NA	NA
NA	NA	NA	NA
3	NA	NA	NA
NA	NA	NA	NA
